avg_win,discard_strategy,draw_strategy,elapsed_seconds,knock_strategy,notes,player_number,rounds,seed,sim_id,start_time,var_win,wins
-4.23,Discard Highest Useless,Pile if Completes,85.28135400000002,Knock at 45,Looking for best strategy against an opponent who knocks only at 0,1.0,100.0,9.0,42.0,2020-06-28 16:07:40,261.0171,37.0
0.61,Discard Highest Useless,Pile if Completes,73.063078,Knock at 0,Looking for best strategy against an opponent who knocks only at 0,0.0,100.0,10.0,43.0,2020-06-28 16:09:05,321.9379,49.0
-0.61,Discard Highest Useless,Pile if Completes,73.063078,Knock at 50,Looking for best strategy against an opponent who knocks only at 0,1.0,100.0,10.0,43.0,2020-06-28 16:09:05,321.9379,48.0
4.94,Discard Highest Useless,Pile if Completes,54.118508,Knock at 0,Looking for best strategy against an opponent who knocks only at 0,0.0,100.0,11.0,44.0,2020-06-28 16:10:18,310.3164000000001,59.0
-4.94,Discard Highest Useless,Pile if Completes,54.118508,Knock at 55,Looking for best strategy against an opponent who knocks only at 0,1.0,100.0,11.0,44.0,2020-06-28 16:10:18,310.3164000000001,39.0
6.91,Discard Highest Useless,Pile if Completes,45.401332000000004,Knock at 0,Looking for best strategy against an opponent who knocks only at 0,0.0,100.0,12.0,45.0,2020-06-28 16:11:12,307.9219,61.0
-6.91,Discard Highest Useless,Pile if Completes,45.401332000000004,Knock at 60,Looking for best strategy against an opponent who knocks only at 0,1.0,100.0,12.0,45.0,2020-06-28 16:11:12,307.9219,39.0
0.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,10.628563,Knock at 0,TESTING DAN RUN,0.0,1.0,1000.0,46.0,2020-06-28 20:27:01,0.0,0.0
0.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,10.628563,Knock at 0,TESTING DAN RUN,1.0,1.0,1000.0,46.0,2020-06-28 20:27:01,0.0,0.0
-4.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,9.194398,Knock at 0,TESTING DAN RUN,0.0,1.0,1001.0,47.0,2020-06-28 20:27:12,0.0,0.0
4.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,9.194398,Knock at 5,TESTING DAN RUN,1.0,1.0,1001.0,47.0,2020-06-28 20:27:12,0.0,1.0
-47.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.591721,Knock at 0,TESTING DAN RUN,0.0,1.0,1002.0,48.0,2020-06-28 20:27:21,0.0,0.0
47.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.591721,Knock at 10,TESTING DAN RUN,1.0,1.0,1002.0,48.0,2020-06-28 20:27:21,0.0,1.0
17.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,2.221089,Knock at 0,TESTING DAN RUN,0.0,1.0,1003.0,49.0,2020-06-28 20:27:23,0.0,1.0
-17.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,2.221089,Knock at 15,TESTING DAN RUN,1.0,1.0,1003.0,49.0,2020-06-28 20:27:23,0.0,0.0
-21.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.343082,Knock at 0,TESTING DAN RUN,0.0,1.0,1004.0,50.0,2020-06-28 20:27:25,0.0,0.0
21.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.343082,Knock at 20,TESTING DAN RUN,1.0,1.0,1004.0,50.0,2020-06-28 20:27:25,0.0,1.0
-15.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.4022940000000002,Knock at 0,TESTING DAN RUN,0.0,1.0,1005.0,51.0,2020-06-28 20:27:26,0.0,0.0
15.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.4022940000000002,Knock at 25,TESTING DAN RUN,1.0,1.0,1005.0,51.0,2020-06-28 20:27:26,0.0,1.0
-47.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,5.2001339999999985,Knock at 0,TESTING DAN RUN,0.0,1.0,1006.0,52.0,2020-06-28 20:27:27,0.0,0.0
47.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,5.2001339999999985,Knock at 30,TESTING DAN RUN,1.0,1.0,1006.0,52.0,2020-06-28 20:27:27,0.0,1.0
-27.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,4.7592669999999995,Knock at 0,TESTING DAN RUN,0.0,1.0,1007.0,53.0,2020-06-28 20:27:32,0.0,0.0
27.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,4.7592669999999995,Knock at 35,TESTING DAN RUN,1.0,1.0,1007.0,53.0,2020-06-28 20:27:32,0.0,1.0
19.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.027253,Knock at 0,TESTING DAN RUN,0.0,1.0,1008.0,54.0,2020-06-28 20:27:37,0.0,1.0
-19.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.027253,Knock at 40,TESTING DAN RUN,1.0,1.0,1008.0,54.0,2020-06-28 20:27:37,0.0,0.0
-22.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.226394,Knock at 0,TESTING DAN RUN,0.0,1.0,1009.0,55.0,2020-06-28 20:27:38,0.0,0.0
22.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.226394,Knock at 45,TESTING DAN RUN,1.0,1.0,1009.0,55.0,2020-06-28 20:27:38,0.0,1.0
42.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.421872,Knock at 0,TESTING DAN RUN,0.0,1.0,1010.0,56.0,2020-06-28 20:27:38,0.0,1.0
-42.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.421872,Knock at 50,TESTING DAN RUN,1.0,1.0,1010.0,56.0,2020-06-28 20:27:38,0.0,0.0
-13.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.007306,Knock at 0,TESTING DAN RUN,0.0,1.0,1011.0,57.0,2020-06-28 20:27:39,0.0,0.0
13.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,1.007306,Knock at 55,TESTING DAN RUN,1.0,1.0,1011.0,57.0,2020-06-28 20:27:39,0.0,1.0
20.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.301194,Knock at 0,TESTING DAN RUN,0.0,1.0,1012.0,58.0,2020-06-28 20:27:40,0.0,1.0
-20.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,0.301194,Knock at 60,TESTING DAN RUN,1.0,1.0,1012.0,58.0,2020-06-28 20:27:40,0.0,0.0
-1.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,958.280381,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1000.0,59.0,2020-06-28 20:36:22,359.13999999999993,43.0
1.0,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,958.280381,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1000.0,59.0,2020-06-28 20:36:22,359.13999999999993,53.0
-2.92,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,932.72549,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1001.0,60.0,2020-06-28 20:52:20,340.9736000000001,35.0
2.92,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,932.72549,Knock at 5,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1001.0,60.0,2020-06-28 20:52:20,340.9736000000001,62.0
-5.3,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,768.334575,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1000.0,61.0,2020-06-28 21:29:26,505.79,39.0
5.3,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,768.334575,Knock at 10,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1000.0,61.0,2020-06-28 21:29:26,505.79,57.0
-13.28,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,696.1962589999997,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1001.0,62.0,2020-06-28 21:42:14,444.2616,26.0
13.28,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,696.1962589999997,Knock at 15,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1001.0,62.0,2020-06-28 21:42:14,444.2616,68.0
-10.97,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,500.92285499999997,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1002.0,63.0,2020-06-28 21:53:51,436.3291,31.0
10.97,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,500.92285499999997,Knock at 20,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1002.0,63.0,2020-06-28 21:53:51,436.3291,68.0
-10.65,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,384.867641,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1003.0,64.0,2020-06-28 22:02:12,497.7675,30.0
10.65,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,384.867641,Knock at 25,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1003.0,64.0,2020-06-28 22:02:12,497.7675,68.0
-11.11,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,331.947825,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1004.0,65.0,2020-06-28 22:08:37,383.6379,28.0
11.11,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,331.947825,Knock at 30,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1004.0,65.0,2020-06-28 22:08:37,383.6379,70.0
-10.5,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,176.652428,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1005.0,66.0,2020-06-28 22:14:09,339.73,26.0
10.5,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,176.652428,Knock at 35,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1005.0,66.0,2020-06-28 22:14:09,339.73,73.0
-7.72,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,159.771478,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1006.0,67.0,2020-06-28 22:17:05,284.4816,27.0
7.72,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,159.771478,Knock at 40,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1006.0,67.0,2020-06-28 22:17:05,284.4816,72.0
-3.95,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,118.411262,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1007.0,68.0,2020-06-28 22:19:45,378.90749999999986,37.0
3.95,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,118.411262,Knock at 45,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1007.0,68.0,2020-06-28 22:19:45,378.90749999999986,62.0
1.52,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,89.68111,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1008.0,69.0,2020-06-28 22:21:43,285.06959999999987,58.0
-1.52,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,89.68111,Knock at 50,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1008.0,69.0,2020-06-28 22:21:43,285.06959999999987,41.0
0.18,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,86.672136,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1009.0,70.0,2020-06-28 22:23:13,339.9676,52.0
-0.18,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,86.672136,Knock at 55,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1009.0,70.0,2020-06-28 22:23:13,339.9676,47.0
1.74,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,51.201963,Knock at 0,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",0.0,100.0,1010.0,71.0,2020-06-28 22:24:40,404.8724,56.0
